,timestep,Chord_vector,Chord_label
1544,143.4064,"[10, 10, 4, 4]",A#:sus2
1545,143.4993,"[10, 10, 4, 4]",A#:sus2
1546,143.5922,"[10, 10, 4, 4]",A#:sus2
1547,143.6851,"[10, 10, 4, 4]",A#:sus2
1548,143.778,"[10, 10, 4, 4]",A#:sus2
1549,143.8708,"[10, 10, 4, 4]",A#:sus2
1550,143.9637,"[10, 10, 4, 4]",A#:sus2
1551,144.0566,"[10, 10, 4, 4]",A#:sus2
1552,144.1495,"[10, 10, 4, 4]",A#:sus2
1553,144.2424,"[10, 10, 4, 4]",A#:sus2
1554,144.3352,"[10, 10, 4, 4]",A#:sus2
1555,144.4281,"[10, 10, 4, 4]",A#:sus2
1556,144.521,"[10, 10, 4, 4]",A#:sus2
1557,144.6139,"[10, 10, 4, 4]",A#:sus2
1558,144.7068,"[10, 10, 4, 4]",A#:sus2
1559,144.7996,"[10, 10, 4, 4]",A#:sus2
1560,144.8925,"[10, 10, 4, 4]",A#:sus2
1561,144.9854,"[10, 10, 4, 4]",A#:sus2
1562,145.0783,"[10, 10, 4, 4]",A#:sus2
1563,145.1712,"[10, 10, 4, 4]",A#:sus2
1564,145.264,"[10, 10, 4, 4]",A#:sus2
1565,145.3569,"[10, 10, 4, 4]",A#:sus2
1566,145.4498,"[10, 10, 0, 4]",A#:maj
1567,145.5427,"[10, 10, 0, 4]",A#:maj
1568,145.6356,"[10, 10, 5, 4]",A#:sus4
1569,145.7284,"[10, 10, 5, 4]",A#:sus4
1570,145.8213,"[10, 10, 5, 4]",A#:sus4
1571,145.9142,"[10, 10, 5, 4]",A#:sus4
1572,146.0071,"[10, 10, 5, 4]",A#:sus4
1573,146.1,"[5, 10, 5, 4]",N
1574,146.1928,"[5, 5, 5, 4]",F:sus4
1575,146.2857,"[5, 5, 5, 4]",F:sus4
1576,146.3786,"[5, 5, 5, 4]",F:sus4
1577,146.4715,"[5, 5, 5, 4]",F:sus4
1578,146.5644,"[5, 5, 5, 4]",F:sus4
1579,146.6572,"[5, 5, 5, 4]",F:sus4
1580,146.7501,"[5, 5, 5, 4]",F:sus4
1581,146.843,"[5, 5, 5, 4]",F:sus4
1582,146.9359,"[5, 5, 5, 4]",F:sus4
1583,147.0288,"[5, 5, 5, 4]",F:sus4
1584,147.1216,"[5, 5, 5, 4]",F:sus4
1585,147.2145,"[5, 5, 5, 4]",F:sus4
1586,147.3074,"[5, 5, 5, 4]",F:sus4
1587,147.4003,"[5, 5, 5, 4]",F:sus4
1588,147.4932,"[5, 5, 5, 4]",F:sus4
1589,147.586,"[5, 5, 5, 4]",F:sus4
1590,147.6789,"[5, 5, 5, 4]",F:sus4
1591,147.7718,"[5, 5, 5, 4]",F:sus4
1592,147.8647,"[5, 5, 5, 4]",F:sus4
1593,147.9576,"[5, 5, 5, 4]",F:sus4
1594,148.0504,"[5, 5, 5, 4]",F:sus4
1595,148.1433,"[5, 5, 5, 4]",F:sus4
1596,148.2362,"[5, 5, 5, 4]",F:sus4
1597,148.3291,"[5, 5, 0, 4]",F:maj
1598,148.422,"[5, 5, 0, 4]",F:maj
1599,148.5148,"[5, 5, 0, 4]",F:maj
1600,148.6077,"[5, 5, 0, 4]",F:maj
1601,148.7006,"[5, 5, 0, 4]",F:maj
1602,148.7935,"[5, 5, 0, 4]",F:maj
1603,148.8863,"[5, 5, 0, 4]",F:maj
1604,148.9792,"[5, 5, 0, 4]",F:maj
1605,149.0721,"[5, 5, 0, 4]",F:maj
1606,149.165,"[5, 5, 0, 4]",F:maj
1607,149.2579,"[5, 5, 0, 4]",F:maj
1608,149.3507,"[5, 5, 0, 4]",F:maj
1609,149.4436,"[5, 5, 0, 4]",F:maj
1610,149.5365,"[5, 5, 0, 4]",F:maj
1611,149.6294,"[5, 5, 0, 4]",F:maj
1612,149.7223,"[5, 5, 0, 4]",F:maj
1613,149.8151,"[5, 5, 0, 4]",F:maj
1614,149.908,"[5, 5, 0, 4]",F:maj
1615,150.0009,"[5, 5, 0, 4]",F:maj
1616,150.0938,"[5, 5, 0, 4]",F:maj
1617,150.1867,"[5, 5, 0, 4]",F:maj
1618,150.2795,"[5, 5, 0, 4]",F:maj
1619,150.3724,"[5, 5, 0, 4]",F:maj
1620,150.4653,"[5, 5, 0, 4]",F:maj
1621,150.5582,"[5, 5, 0, 4]",F:maj
1622,150.6511,"[5, 5, 0, 4]",F:maj
1623,150.7439,"[5, 5, 0, 4]",F:maj
1624,150.8368,"[5, 5, 0, 4]",F:maj
1625,150.9297,"[5, 5, 0, 4]",F:maj
1626,151.0226,"[5, 5, 0, 4]",F:maj
1627,151.1155,"[5, 5, 0, 4]",F:maj
1628,151.2083,"[5, 5, 0, 4]",F:maj
1629,151.3012,"[5, 5, 0, 4]",F:maj
1630,151.3941,"[5, 5, 0, 4]",F:maj
1631,151.487,"[5, 5, 0, 4]",F:maj
1632,151.5799,"[5, 5, 0, 4]",F:maj
1633,151.6727,"[5, 5, 0, 4]",F:maj
1634,151.7656,"[5, 5, 0, 4]",F:maj
1635,151.8585,"[5, 5, 0, 4]",F:maj
1636,151.9514,"[5, 5, 0, 4]",F:maj
1637,152.0443,"[5, 5, 0, 4]",F:maj
1638,152.1371,"[5, 5, 0, 4]",F:maj
1639,152.23,"[5, 5, 0, 4]",F:maj
1640,152.3229,"[5, 5, 0, 4]",F:maj
1641,152.4158,"[5, 5, 0, 4]",F:maj
1642,152.5087,"[5, 5, 0, 4]",F:maj
1643,152.6015,"[5, 5, 0, 4]",F:maj
1644,152.6944,"[5, 5, 0, 4]",F:maj
1645,152.7873,"[5, 5, 0, 4]",F:maj
1646,152.8802,"[5, 5, 0, 4]",F:maj
1647,152.9731,"[5, 5, 0, 4]",F:maj
1648,153.0659,"[5, 5, 0, 4]",F:maj
1649,153.1588,"[5, 5, 0, 4]",F:maj
1650,153.2517,"[5, 5, 0, 4]",F:maj
1651,153.3446,"[5, 5, 0, 4]",F:maj
1652,153.4375,"[5, 5, 0, 4]",F:maj
1653,153.5303,"[5, 5, 0, 4]",F:maj
1654,153.6232,"[5, 5, 0, 4]",F:maj
1655,153.7161,"[5, 5, 0, 4]",F:maj
1656,153.809,"[5, 5, 0, 4]",F:maj
1657,153.9019,"[5, 5, 0, 4]",F:maj
1658,153.9947,"[5, 5, 0, 4]",F:maj
1659,154.0876,"[5, 5, 0, 4]",F:maj
1660,154.1805,"[5, 5, 0, 4]",F:maj
1661,154.2734,"[5, 5, 0, 4]",F:maj
1662,154.3663,"[5, 5, 0, 4]",F:maj
1663,154.4591,"[5, 5, 0, 4]",F:maj
1664,154.552,"[5, 5, 0, 4]",F:maj
1665,154.6449,"[10, 5, 0, 4]",A#:maj/5
1666,154.7378,"[10, 5, 0, 4]",A#:maj/5
1667,154.8307,"[10, 5, 0, 4]",A#:maj/5
1668,154.9235,"[10, 5, 4, 4]",A#:sus2/5
1669,155.0164,"[10, 10, 4, 4]",A#:sus2
1670,155.1093,"[10, 10, 4, 4]",A#:sus2
1671,155.2022,"[10, 10, 4, 4]",A#:sus2
1672,155.2951,"[10, 10, 4, 4]",A#:sus2
1673,155.3879,"[10, 10, 4, 4]",A#:sus2
1674,155.4808,"[10, 10, 4, 4]",A#:sus2
1675,155.5737,"[10, 10, 4, 4]",A#:sus2
1676,155.6666,"[10, 10, 4, 4]",A#:sus2
1677,155.7595,"[10, 10, 4, 4]",A#:sus2
1678,155.8523,"[10, 10, 4, 4]",A#:sus2
1679,155.9452,"[10, 10, 4, 4]",A#:sus2
1680,156.0381,"[10, 10, 4, 4]",A#:sus2
1681,156.131,"[10, 10, 4, 4]",A#:sus2
1682,156.2239,"[10, 10, 4, 4]",A#:sus2
1683,156.3167,"[10, 10, 4, 4]",A#:sus2
1684,156.4096,"[10, 10, 4, 4]",A#:sus2
1685,156.5025,"[10, 10, 4, 4]",A#:sus2
1686,156.5954,"[10, 10, 4, 4]",A#:sus2
1687,156.6883,"[10, 10, 5, 4]",A#:sus4
1688,156.7811,"[10, 10, 5, 4]",A#:sus4
1689,156.874,"[10, 10, 5, 4]",A#:sus4
1690,156.9669,"[10, 10, 5, 4]",A#:sus4
1691,157.0598,"[10, 10, 5, 4]",A#:sus4
1692,157.1527,"[10, 10, 5, 4]",A#:sus4
1693,157.2455,"[10, 10, 5, 4]",A#:sus4
1694,157.3384,"[10, 10, 5, 4]",A#:sus4
1695,157.4313,"[10, 10, 5, 4]",A#:sus4
1696,157.5242,"[10, 10, 5, 4]",A#:sus4
1697,157.6171,"[10, 10, 5, 4]",A#:sus4
1698,157.7099,"[10, 10, 5, 4]",A#:sus4
1699,157.8028,"[10, 10, 5, 4]",A#:sus4
1700,157.8957,"[10, 10, 5, 4]",A#:sus4
1701,157.9886,"[10, 10, 5, 4]",A#:sus4
1702,158.0815,"[10, 10, 5, 4]",A#:sus4
1703,158.1743,"[10, 10, 5, 4]",A#:sus4
1704,158.2672,"[10, 5, 5, 4]",A#:sus4/5
1705,158.3601,"[5, 5, 0, 4]",F:maj
1706,158.453,"[5, 5, 0, 4]",F:maj
1707,158.5459,"[5, 5, 0, 4]",F:maj
1708,158.6387,"[5, 5, 0, 4]",F:maj
1709,158.7316,"[5, 5, 0, 4]",F:maj
1710,158.8245,"[5, 5, 0, 4]",F:maj
1711,158.9174,"[5, 5, 0, 4]",F:maj
1712,159.0102,"[5, 5, 0, 4]",F:maj
1713,159.1031,"[5, 5, 0, 4]",F:maj
1714,159.196,"[5, 5, 0, 4]",F:maj
1715,159.2889,"[5, 5, 5, 4]",F:sus4
1716,159.3818,"[5, 5, 5, 4]",F:sus4
1717,159.4746,"[5, 5, 5, 4]",F:sus4
1718,159.5675,"[5, 5, 5, 4]",F:sus4
1719,159.6604,"[5, 5, 5, 4]",F:sus4
1720,159.7533,"[5, 5, 5, 4]",F:sus4
1721,159.8462,"[5, 5, 5, 4]",F:sus4
1722,159.939,"[5, 5, 5, 4]",F:sus4
1723,160.0319,"[5, 5, 5, 4]",F:sus4
1724,160.1248,"[5, 5, 5, 4]",F:sus4
1725,160.2177,"[5, 5, 5, 4]",F:sus4
1726,160.3106,"[5, 5, 5, 4]",F:sus4
1727,160.4034,"[5, 5, 5, 4]",F:sus4
1728,160.4963,"[5, 5, 5, 4]",F:sus4
1729,160.5892,"[5, 5, 5, 4]",F:sus4
1730,160.6821,"[5, 5, 0, 4]",F:maj
1731,160.775,"[5, 5, 0, 4]",F:maj
1732,160.8678,"[5, 5, 0, 4]",F:maj
1733,160.9607,"[5, 5, 0, 4]",F:maj
1734,161.0536,"[5, 5, 0, 4]",F:maj
1735,161.1465,"[5, 5, 0, 4]",F:maj
1736,161.2394,"[5, 5, 0, 4]",F:maj
1737,161.3322,"[5, 5, 0, 4]",F:maj
1738,161.4251,"[5, 5, 0, 4]",F:maj
1739,161.518,"[5, 5, 0, 4]",F:maj
1740,161.6109,"[5, 5, 0, 4]",F:maj
1741,161.7038,"[5, 5, 0, 4]",F:maj
1742,161.7966,"[5, 5, 0, 4]",F:maj
1743,161.8895,"[5, 5, 0, 4]",F:maj
1744,161.9824,"[5, 5, 0, 4]",F:maj
1745,162.0753,"[5, 5, 0, 4]",F:maj
1746,162.1682,"[5, 5, 0, 4]",F:maj
1747,162.261,"[5, 5, 0, 4]",F:maj
1748,162.3539,"[5, 5, 0, 4]",F:maj
1749,162.4468,"[5, 5, 0, 4]",F:maj
1750,162.5397,"[5, 5, 0, 4]",F:maj
1751,162.6326,"[5, 5, 0, 4]",F:maj
1752,162.7254,"[5, 5, 0, 4]",F:maj
1753,162.8183,"[5, 5, 0, 4]",F:maj
1754,162.9112,"[5, 5, 0, 4]",F:maj
1755,163.0041,"[5, 5, 0, 4]",F:maj
1756,163.097,"[5, 5, 0, 4]",F:maj
1757,163.1898,"[5, 5, 0, 4]",F:maj
1758,163.2827,"[5, 5, 0, 4]",F:maj
1759,163.3756,"[5, 5, 0, 4]",F:maj
1760,163.4685,"[5, 5, 0, 4]",F:maj
1761,163.5614,"[5, 5, 0, 4]",F:maj
1762,163.6542,"[5, 5, 0, 4]",F:maj
1763,163.7471,"[5, 5, 0, 4]",F:maj
1764,163.84,"[5, 5, 5, 4]",F:sus4
1765,163.9329,"[5, 5, 5, 4]",F:sus4
1766,164.0258,"[5, 5, 5, 4]",F:sus4
1767,164.1186,"[5, 5, 5, 4]",F:sus4
1768,164.2115,"[5, 5, 5, 4]",F:sus4
1769,164.3044,"[5, 5, 5, 4]",F:sus4
1770,164.3973,"[5, 5, 5, 4]",F:sus4
1771,164.4902,"[5, 5, 5, 4]",F:sus4
1772,164.583,"[5, 5, 5, 4]",F:sus4
1773,164.6759,"[5, 5, 0, 4]",F:maj
1774,164.7688,"[5, 5, 0, 4]",F:maj
1775,164.8617,"[5, 5, 0, 4]",F:maj
1776,164.9546,"[5, 5, 0, 4]",F:maj
1777,165.0474,"[5, 5, 0, 4]",F:maj
1778,165.1403,"[5, 5, 0, 4]",F:maj
1779,165.2332,"[5, 5, 0, 4]",F:maj
1780,165.3261,"[5, 5, 0, 4]",F:maj
1781,165.419,"[5, 5, 0, 4]",F:maj
1782,165.5118,"[5, 5, 0, 4]",F:maj
1783,165.6047,"[5, 5, 0, 4]",F:maj
1784,165.6976,"[5, 5, 0, 4]",F:maj
1785,165.7905,"[5, 5, 0, 4]",F:maj
1786,165.8834,"[5, 5, 0, 4]",F:maj
1787,165.9762,"[5, 5, 0, 4]",F:maj
1788,166.0691,"[5, 5, 0, 4]",F:maj
1789,166.162,"[5, 5, 0, 4]",F:maj
1790,166.2549,"[5, 5, 0, 4]",F:maj
1791,166.3478,"[5, 5, 0, 4]",F:maj
1792,166.4406,"[5, 5, 0, 4]",F:maj
1793,166.5335,"[5, 5, 0, 4]",F:maj
1794,166.6264,"[5, 7, 0, 4]",N
1795,166.7193,"[5, 7, 0, 4]",N
1796,166.8122,"[5, 7, 0, 4]",N
1797,166.905,"[5, 7, 0, 4]",N
1798,166.9979,"[5, 7, 0, 4]",N
1799,167.0908,"[5, 7, 0, 4]",N
1800,167.1837,"[5, 5, 4, 4]",F:sus2
1801,167.2766,"[5, 5, 4, 4]",F:sus2
1802,167.3694,"[5, 5, 4, 4]",F:sus2
1803,167.4623,"[5, 5, 4, 4]",F:sus2
1804,167.5552,"[5, 5, 4, 4]",F:sus2
1805,167.6481,"[5, 5, 4, 4]",F:sus2
1806,167.741,"[5, 5, 4, 4]",F:sus2
1807,167.8338,"[5, 5, 4, 4]",F:sus2
1808,167.9267,"[10, 5, 4, 4]",A#:sus2/5
1809,168.0196,"[10, 5, 4, 4]",A#:sus2/5
1810,168.1125,"[10, 5, 4, 4]",A#:sus2/5
1811,168.2054,"[10, 10, 4, 4]",A#:sus2
1812,168.2982,"[10, 10, 4, 4]",A#:sus2
1813,168.3911,"[10, 10, 4, 4]",A#:sus2
1814,168.484,"[10, 10, 4, 4]",A#:sus2
1815,168.5769,"[10, 10, 4, 4]",A#:sus2
1816,168.6698,"[10, 10, 4, 4]",A#:sus2
1817,168.7626,"[10, 10, 4, 4]",A#:sus2
1818,168.8555,"[10, 10, 4, 4]",A#:sus2
1819,168.9484,"[10, 10, 4, 4]",A#:sus2
1820,169.0413,"[10, 10, 4, 4]",A#:sus2
1821,169.1341,"[10, 10, 4, 4]",A#:sus2
1822,169.227,"[10, 10, 4, 4]",A#:sus2
1823,169.3199,"[10, 10, 4, 4]",A#:sus2
1824,169.4128,"[10, 10, 4, 4]",A#:sus2
1825,169.5057,"[10, 10, 4, 4]",A#:sus2
1826,169.5985,"[10, 10, 4, 4]",A#:sus2
1827,169.6914,"[10, 10, 4, 4]",A#:sus2
1828,169.7843,"[10, 10, 4, 4]",A#:sus2
1829,169.8772,"[10, 10, 4, 4]",A#:sus2
1830,169.9701,"[10, 10, 4, 4]",A#:sus2
1831,170.0629,"[10, 10, 4, 4]",A#:sus2
1832,170.1558,"[10, 10, 4, 4]",A#:sus2
1833,170.2487,"[10, 10, 4, 4]",A#:sus2
1834,170.3416,"[10, 10, 4, 4]",A#:sus2
1835,170.4345,"[10, 10, 4, 4]",A#:sus2
1836,170.5273,"[10, 10, 4, 4]",A#:sus2
1837,170.6202,"[10, 10, 4, 4]",A#:sus2
1838,170.7131,"[10, 10, 4, 4]",A#:sus2
1839,170.806,"[10, 10, 4, 4]",A#:sus2
1840,170.8989,"[10, 10, 4, 4]",A#:sus2
1841,170.9917,"[10, 10, 4, 4]",A#:sus2
1842,171.0846,"[10, 10, 4, 4]",A#:sus2
1843,171.1775,"[10, 10, 4, 4]",A#:sus2
1844,171.2704,"[10, 10, 4, 4]",A#:sus2
1845,171.3633,"[10, 10, 4, 4]",A#:sus2
1846,171.4561,"[10, 10, 4, 4]",A#:sus2
1847,171.549,"[10, 10, 4, 4]",A#:sus2
1848,171.6419,"[10, 10, 4, 4]",A#:sus2
1849,171.7348,"[10, 10, 4, 4]",A#:sus2
1850,171.8277,"[10, 10, 4, 4]",A#:sus2
1851,171.9205,"[10, 10, 4, 4]",A#:sus2
1852,172.0134,"[10, 10, 4, 4]",A#:sus2
1853,172.1063,"[10, 10, 4, 4]",A#:sus2
1854,172.1992,"[10, 10, 4, 4]",A#:sus2
1855,172.2921,"[10, 10, 4, 4]",A#:sus2
1856,172.3849,"[10, 10, 4, 4]",A#:sus2
1857,172.4778,"[10, 10, 4, 4]",A#:sus2
1858,172.5707,"[10, 10, 4, 4]",A#:sus2
1859,172.6636,"[10, 10, 4, 4]",A#:sus2
1860,172.7565,"[10, 10, 4, 4]",A#:sus2
1861,172.8493,"[10, 10, 4, 4]",A#:sus2
1862,172.9422,"[10, 10, 4, 4]",A#:sus2
1863,173.0351,"[10, 10, 4, 4]",A#:sus2
1864,173.128,"[10, 10, 4, 4]",A#:sus2
1865,173.2209,"[10, 10, 4, 4]",A#:sus2
1866,173.3137,"[10, 10, 0, 4]",A#:maj
1867,173.4066,"[10, 10, 0, 4]",A#:maj
1868,173.4995,"[10, 10, 5, 4]",A#:sus4
1869,173.5924,"[10, 10, 5, 4]",A#:sus4
1870,173.6853,"[10, 10, 5, 4]",A#:sus4
1871,173.7781,"[10, 10, 5, 4]",A#:sus4
1872,173.871,"[10, 10, 5, 4]",A#:sus4
1873,173.9639,"[5, 10, 5, 4]",N
1874,174.0568,"[5, 5, 5, 4]",F:sus4
1875,174.1497,"[5, 5, 5, 4]",F:sus4
1876,174.2425,"[5, 5, 5, 4]",F:sus4
1877,174.3354,"[5, 5, 5, 4]",F:sus4
1878,174.4283,"[5, 5, 5, 4]",F:sus4
1879,174.5212,"[5, 5, 5, 4]",F:sus4
1880,174.6141,"[5, 5, 5, 4]",F:sus4
1881,174.7069,"[5, 5, 5, 4]",F:sus4
1882,174.7998,"[5, 5, 5, 4]",F:sus4
1883,174.8927,"[5, 5, 5, 4]",F:sus4
1884,174.9856,"[5, 5, 5, 4]",F:sus4
1885,175.0785,"[5, 5, 5, 4]",F:sus4
1886,175.1713,"[5, 5, 5, 4]",F:sus4
1887,175.2642,"[5, 5, 5, 4]",F:sus4
1888,175.3571,"[5, 5, 5, 4]",F:sus4
1889,175.45,"[5, 5, 5, 4]",F:sus4
1890,175.5429,"[5, 5, 5, 4]",F:sus4
1891,175.6357,"[5, 5, 5, 4]",F:sus4
1892,175.7286,"[5, 5, 5, 4]",F:sus4
1893,175.8215,"[5, 5, 5, 4]",F:sus4
1894,175.9144,"[5, 5, 5, 4]",F:sus4
1895,176.0073,"[5, 5, 5, 4]",F:sus4
1896,176.1001,"[5, 5, 5, 4]",F:sus4
1897,176.193,"[5, 5, 0, 4]",F:maj
1898,176.2859,"[5, 5, 0, 4]",F:maj
1899,176.3788,"[5, 5, 0, 4]",F:maj
1900,176.4717,"[5, 5, 0, 4]",F:maj
1901,176.5645,"[5, 5, 0, 4]",F:maj
1902,176.6574,"[5, 5, 0, 4]",F:maj
1903,176.7503,"[5, 5, 0, 4]",F:maj
1904,176.8432,"[5, 5, 0, 4]",F:maj
1905,176.9361,"[5, 5, 0, 4]",F:maj
1906,177.0289,"[5, 5, 0, 4]",F:maj
1907,177.1218,"[5, 5, 0, 4]",F:maj
1908,177.2147,"[5, 5, 0, 4]",F:maj
1909,177.3076,"[5, 5, 0, 4]",F:maj
1910,177.4005,"[5, 5, 0, 4]",F:maj
1911,177.4933,"[5, 5, 0, 4]",F:maj
1912,177.5862,"[5, 5, 0, 4]",F:maj
1913,177.6791,"[5, 5, 0, 4]",F:maj
1914,177.772,"[5, 5, 0, 4]",F:maj
1915,177.8649,"[5, 5, 0, 4]",F:maj
1916,177.9577,"[5, 5, 0, 4]",F:maj
1917,178.0506,"[5, 5, 0, 4]",F:maj
1918,178.1435,"[5, 5, 0, 4]",F:maj
1919,178.2364,"[5, 5, 0, 4]",F:maj
1920,178.3293,"[5, 5, 0, 4]",F:maj
1921,178.4221,"[5, 5, 0, 4]",F:maj
1922,178.515,"[5, 5, 0, 4]",F:maj
1923,178.6079,"[5, 5, 0, 4]",F:maj
1924,178.7008,"[5, 5, 0, 4]",F:maj
1925,178.7937,"[5, 5, 0, 4]",F:maj
1926,178.8865,"[5, 5, 0, 4]",F:maj
1927,178.9794,"[5, 5, 0, 4]",F:maj
1928,179.0723,"[5, 5, 0, 4]",F:maj
1929,179.1652,"[5, 5, 0, 4]",F:maj
1930,179.258,"[5, 5, 0, 4]",F:maj
1931,179.3509,"[5, 5, 0, 4]",F:maj
1932,179.4438,"[5, 5, 0, 4]",F:maj
1933,179.5367,"[5, 5, 0, 4]",F:maj
1934,179.6296,"[5, 5, 0, 4]",F:maj
1935,179.7224,"[5, 5, 0, 4]",F:maj
1936,179.8153,"[5, 5, 0, 4]",F:maj
1937,179.9082,"[5, 5, 0, 4]",F:maj
1938,180.0011,"[5, 5, 0, 4]",F:maj
1939,180.094,"[5, 5, 0, 4]",F:maj
1940,180.1868,"[5, 5, 0, 4]",F:maj
1941,180.2797,"[5, 5, 0, 4]",F:maj
1942,180.3726,"[5, 5, 0, 4]",F:maj
1943,180.4655,"[5, 5, 0, 4]",F:maj
1944,180.5584,"[5, 5, 0, 4]",F:maj
1945,180.6512,"[5, 5, 0, 4]",F:maj
1946,180.7441,"[5, 5, 0, 4]",F:maj
1947,180.837,"[5, 5, 0, 4]",F:maj
1948,180.9299,"[5, 5, 0, 4]",F:maj
1949,181.0228,"[5, 5, 0, 4]",F:maj
1950,181.1156,"[5, 5, 0, 4]",F:maj
1951,181.2085,"[5, 5, 0, 4]",F:maj
1952,181.3014,"[5, 5, 0, 4]",F:maj
1953,181.3943,"[5, 5, 0, 4]",F:maj
1954,181.4872,"[5, 5, 0, 4]",F:maj
1955,181.58,"[5, 5, 0, 4]",F:maj
1956,181.6729,"[5, 5, 0, 4]",F:maj
1957,181.7658,"[5, 5, 0, 4]",F:maj
1958,181.8587,"[5, 5, 0, 4]",F:maj
1959,181.9516,"[5, 5, 0, 4]",F:maj
1960,182.0444,"[5, 5, 0, 4]",F:maj
1961,182.1373,"[5, 5, 0, 4]",F:maj
1962,182.2302,"[5, 5, 0, 4]",F:maj
1963,182.3231,"[5, 5, 0, 4]",F:maj
1964,182.416,"[5, 5, 0, 4]",F:maj
1965,182.5088,"[10, 5, 0, 4]",A#:maj/5
1966,182.6017,"[10, 5, 0, 4]",A#:maj/5
1967,182.6946,"[10, 5, 0, 4]",A#:maj/5
1968,182.7875,"[10, 5, 4, 4]",A#:sus2/5
1969,182.8804,"[10, 10, 4, 4]",A#:sus2
1970,182.9732,"[10, 10, 4, 4]",A#:sus2
1971,183.0661,"[10, 10, 4, 4]",A#:sus2
1972,183.159,"[10, 10, 4, 4]",A#:sus2
1973,183.2519,"[10, 10, 4, 4]",A#:sus2
1974,183.3448,"[10, 10, 4, 4]",A#:sus2
1975,183.4376,"[10, 10, 4, 4]",A#:sus2
1976,183.5305,"[10, 10, 4, 4]",A#:sus2
1977,183.6234,"[10, 10, 4, 4]",A#:sus2
1978,183.7163,"[10, 10, 4, 4]",A#:sus2
1979,183.8092,"[10, 10, 4, 4]",A#:sus2
1980,183.902,"[10, 10, 4, 4]",A#:sus2
1981,183.9949,"[10, 10, 4, 4]",A#:sus2
1982,184.0878,"[10, 10, 4, 4]",A#:sus2
1983,184.1807,"[10, 10, 4, 4]",A#:sus2
1984,184.2736,"[10, 10, 4, 4]",A#:sus2
1985,184.3664,"[10, 10, 4, 4]",A#:sus2
1986,184.4593,"[10, 10, 4, 4]",A#:sus2
1987,184.5522,"[10, 10, 5, 4]",A#:sus4
1988,184.6451,"[10, 10, 5, 4]",A#:sus4
1989,184.738,"[10, 10, 5, 4]",A#:sus4
1990,184.8308,"[10, 10, 5, 4]",A#:sus4
1991,184.9237,"[10, 10, 5, 4]",A#:sus4
1992,185.0166,"[10, 10, 5, 4]",A#:sus4
1993,185.1095,"[10, 10, 5, 4]",A#:sus4
1994,185.2024,"[10, 10, 5, 4]",A#:sus4
1995,185.2952,"[10, 10, 5, 4]",A#:sus4
1996,185.3881,"[10, 10, 5, 4]",A#:sus4
1997,185.481,"[10, 10, 5, 4]",A#:sus4
1998,185.5739,"[10, 10, 5, 4]",A#:sus4
1999,185.6668,"[10, 10, 5, 4]",A#:sus4
2000,185.7596,"[10, 10, 5, 4]",A#:sus4
2001,185.8525,"[10, 10, 5, 4]",A#:sus4
2002,185.9454,"[10, 10, 5, 4]",A#:sus4
2003,186.0383,"[10, 10, 5, 4]",A#:sus4
2004,186.1312,"[10, 5, 5, 4]",A#:sus4/5
2005,186.224,"[5, 5, 0, 4]",F:maj
2006,186.3169,"[5, 5, 0, 4]",F:maj
2007,186.4098,"[5, 5, 0, 4]",F:maj
2008,186.5027,"[5, 5, 0, 4]",F:maj
2009,186.5956,"[5, 5, 0, 4]",F:maj
2010,186.6884,"[5, 5, 0, 4]",F:maj
2011,186.7813,"[5, 5, 0, 4]",F:maj
2012,186.8742,"[5, 5, 0, 4]",F:maj
2013,186.9671,"[5, 5, 0, 4]",F:maj
2014,187.06,"[5, 5, 0, 4]",F:maj
2015,187.1528,"[5, 5, 5, 4]",F:sus4
2016,187.2457,"[5, 5, 5, 4]",F:sus4
2017,187.3386,"[5, 5, 5, 4]",F:sus4
2018,187.4315,"[5, 5, 5, 4]",F:sus4
2019,187.5244,"[5, 5, 5, 4]",F:sus4
2020,187.6172,"[5, 5, 5, 4]",F:sus4
2021,187.7101,"[5, 5, 5, 4]",F:sus4
2022,187.803,"[5, 5, 5, 4]",F:sus4
2023,187.8959,"[5, 5, 5, 4]",F:sus4
2024,187.9888,"[5, 5, 5, 4]",F:sus4
2025,188.0816,"[5, 5, 5, 4]",F:sus4
2026,188.1745,"[5, 5, 5, 4]",F:sus4
2027,188.2674,"[5, 5, 5, 4]",F:sus4
2028,188.3603,"[5, 5, 5, 4]",F:sus4
2029,188.4532,"[5, 5, 5, 4]",F:sus4
2030,188.546,"[5, 5, 0, 4]",F:maj
2031,188.6389,"[5, 5, 0, 4]",F:maj
2032,188.7318,"[5, 5, 0, 4]",F:maj
2033,188.8247,"[5, 5, 0, 4]",F:maj
2034,188.9176,"[5, 5, 0, 4]",F:maj
2035,189.0104,"[5, 5, 0, 4]",F:maj
2036,189.1033,"[5, 5, 0, 4]",F:maj
2037,189.1962,"[5, 5, 0, 4]",F:maj
2038,189.2891,"[5, 5, 0, 4]",F:maj
2039,189.382,"[5, 5, 0, 4]",F:maj
2040,189.4748,"[5, 5, 0, 4]",F:maj
2041,189.5677,"[5, 5, 0, 4]",F:maj
2042,189.6606,"[5, 5, 0, 4]",F:maj
2043,189.7535,"[5, 5, 0, 4]",F:maj
2044,189.8463,"[5, 5, 0, 4]",F:maj
2045,189.9392,"[5, 5, 0, 4]",F:maj
2046,190.0321,"[5, 5, 0, 4]",F:maj
